Número do Documento;Nome da conta;Tipo;Grupo Econômico: Grupo Econômico;RET;Data de Inclusão;Marca;Representante;Situação;Setor;País de entrega;ICMS;Limite de Crédito Moeda;Limite de Crédito;Ramo de Atividade;Segmento;Situação Financeira;Código Externo
07.341.527/0001-29;GENTE MIUDA IND E COM DE ROUPAS;Cliente MI;GENTE MIUDA INDUSTRIA E COMERCIO DE ROUPAS PARA BEBES & INFA;0;26/06/2025;GENTE MIUDA IND E COM DE ROUPAS;ESC. CATAGUASES - DIVERSOS;Inativo;;BRASIL;12;BRL;20000;;;Liberado;C26040
02.732.234/0006-63;MAR QUENTE CONFECCOES LTDA;Cliente MI;MAR QUENTE CONFECÇÕES LTDA.;0;13/01/2022;MAR QUENTE CONFECCOES LTDA;ESC. CATAGUASES - DIVERSOS;Inativo;;BRASIL;12;BRL;300000;;;Liberado;C20701
22.616.132/0001-85;JULIEN SOCKS CONFECCOES LTDA;Cliente MI;JULIEN SOCKS CONFECCOES LTDA;0;22/07/2025;JULIEN SOCKS CONFECCOES LTDA;ESC. CATAGUASES - DIVERSOS;Inativo;;BRASIL;12;BRL;50000;;;Liberado;C26164
45.687.942/0001-28;ENZO COMERCIO DE MEIAS LTDA;Cliente MI;ENZO COMERCIO DE MEIAS LTDA;0;16/07/2025;ENZO COMERCIO DE MEIAS LTDA;ESC. CATAGUASES - DIVERSOS;Inativo;;BRASIL;18;BRL;0;;;Liberado;C26130
08.780.190/0001-19;INDUSTRIA E COM. DE MEIAS NALAN LTDA;Cliente MI;INDUSTRIA E COMERCIO DE MEIAS NALAN LTDA;0;16/07/2025;INDUSTRIA E COM. DE MEIAS NALAN LTDA;ESC. CATAGUASES - DIVERSOS;Inativo;;BRASIL;18;BRL;50000;;;Liberado;C26131
21.554.431/0001-70;MALHARIA RIKAM LTDA;Cliente MI;MALHARIA RIKAM LTDA;1;11/07/2025;MALHARIA RIKAM LTDA;ESC. CATAGUASES - DIVERSOS;Inativo;;BRASIL;0;BRL;60000;;;Liberado;C26111
28.638.774/0001-61;FK MALHAS & TECELAGEM LTDA;Cliente MI;FK MALHAS & TECELAGEM LTDA;0;10/07/2025;FK MALHAS & TECELAGEM LTDA;ESC. CATAGUASES - DIVERSOS;Inativo;;BRASIL;12;BRL;0;;;Liberado;C26106
46.093.468/0001-79;CATER MALHAS LTDA;Cliente MI;CATER MALHAS LTDA;0;11/09/2025;CATER MALHAS LTDA;ESC. CATAGUASES - DIVERSOS;Inativo;;BRASIL;12;BRL;50000;;;Liberado;C26413
40.472.992/0001-74;IEME TEXTIL LTDA;Cliente MI;IEME TEXTIL LTDA;0;27/08/2025;IEME TEXTIL LTDA;ESC. CATAGUASES - DIVERSOS;Inativo;;BRASIL;12;BRL;43000;;;Liberado;C26337
34.168.501/0002-84;AZA TEXTIL IND, COM. IMP. E EXP.;Cliente MI;AZA TEXTIL INDUSTRIA, COMERCIO IMPORTACAO E EXPORTACAO LTDA;0;22/08/2025;AZA TEXTIL IND, COM. IMP. E EXP.;ESC. CATAGUASES - DIVERSOS;Inativo;;BRASIL;12;BRL;50000;;;Liberado;C26320
02.490.602/0001-08;NONSKID INDUSTRIA E COMERCIO LTDA;Cliente MI;NONSKID INDUSTRIA E COMERCIO LTDA;0;21/08/2025;NONSKID INDUSTRIA E COMERCIO LTDA;ESC. CATAGUASES - DIVERSOS;Inativo;;BRASIL;18;BRL;100000;;;Liberado;C26314
21.207.191/0001-37;PLAJETEC TECIDOS TECNICOS IND. LTDA;Cliente MI;PLAJETEC TECIDOS TECNICOS INDUSTRIAIS LTDA;0;15/10/2025;PLAJETEC TECIDOS;ESC. CATAGUASES - DIVERSOS;Inativo;;BRASIL;12;BRL;0;;;Liberado;C26597
65.115.958/0001-73;IND. E COM. DE MALHAS PINGUIM LTDA;Cliente MI;INDÚSTRIA E COMÉRCIO DE MALHAS PINGUIM LTDA;1;25/11/2025;IND. E COM. DE MALHAS PINGUIM LTDA;ESC. CATAGUASES - DIVERSOS;Ativo;;BRASIL;0;BRL;37000;;;Bloqueado;C26745
90.296.724/0001-17;GLADMAR CONFECCOES LTDA EPP;Cliente MI;GLADMAR CONFECCOES LTDA;0;21/11/2025;GLADMAR CONFECCOES LTDA EPP;ESC. CATAGUASES - DIVERSOS;Inativo;;BRASIL;12;BRL;0;;;Liberado;C26737
54.630.945/0001-16;54.630.945 RAFAEL NOVAES SANTOS;Cliente MI;54.630.945 RAFAEL NOVAES SANTOS;0;30/01/2026;54.630.945 RAFAEL NOVAES SANTOS;ESC. CATAGUASES - DIVERSOS;Ativo;;BRASIL;18;BRL;0;;;Liberado;C26908
65.215.261/0001-74;LUGG INDUSTRIA E COMERCIO LTDA;Cliente MI;LUGG INDUSTRIA E COMERCIO LTDA;0;16/01/2026;LUGG INDUSTRIA E COMERCIO LTDA;ESC. CATAGUASES - DIVERSOS;Ativo;;BRASIL;18;BRL;7000;;;Liberado;C26858
54.743.758/0001-49;THIRD PRO INTELIGENCIA TEXTIL LTDA;Cliente MI;THIRD PRO INTELIGENCIA TEXTIL LTDA;0;16/01/2026;THIRD PRO INTELIGENCIA TEXTIL LTDA;ESC. CATAGUASES - DIVERSOS;Ativo;;BRASIL;12;BRL;0;;;Liberado;C26853
43.790.648/0001-11;VIIX INDUSTRIA E COMERCIO DE ROUPAS;Cliente MI;VIIX INDUSTRIA E COMERCIO DE ROUPAS LTDA;1;11/12/2025;VIIX INDUSTRIA E COMERCIO DE ROUPAS;ESC. CATAGUASES - DIVERSOS;Ativo;;BRASIL;0;BRL;0;;;Liberado;C26799
03.778.961/0001-10;CONFECCOES ANDRITEX LTDA;Cliente MI;CONFECCOES ANDRITEX LTDA;0;10/04/2026;CONFECCOES ANDRITEX LTDA;ESC. CATAGUASES - DIVERSOS;Ativo;;BRASIL;12;BRL;0;;;Liberado;C27130
00.288.015/0001-05;EQUILÍBRIOS IND. COM. DE CONFECÇÃO LTDA;Cliente MI;EQUILÍBRIOS COMÉRCIO DE CONFECÇÃO LTDA;0;30/04/2026;EQUILÍBRIOS IND. COM. DE CONFECÇÃO LTDA;ESC. CATAGUASES - DIVERSOS;Ativo;;BRASIL;12;BRL;40000;;;Liberado;C27186
55.028.376/0001-04;CARNEIRO PIJAMAS LTDA;Cliente MI;CARNEIRO PIJAMAS LTDA;0;29/04/2026;CARNEIRO PIJAMAS LTDA;ESC. CATAGUASES - DIVERSOS;Ativo;;BRASIL;7;BRL;0;;;Liberado;C27180
07.115.880/0001-90;ENERGISA SOLUÇÕES S.A;Cliente MI;ENERGISA SOLUÇÕES S.A;0;09/09/2015;ENERGISA SOLUÇÕES S.A;ESC. CATAGUASES - DIVERSOS;Ativo;;BRASIL;18;BRL;40000;;;Liberado;C2704
03.457.085/0001-20;BOGRANTEX IND DO VESTUARIO LTDA;Cliente MI;BOGRANTEX IND DO VESTUARIO LTDA;0;11/10/2017;BOGRANTEX;ESC. CATAGUASES - DIVERSOS;Inativo;Vestuário;BRASIL;12;BRL;200000;Marca;Infantil;Liberado;C9157
02.698.350/0001-07;INDORF TEXTIL LTDA;Cliente MI;INDORF TEXTIL LTDA;0;14/06/2013;INDORF TEXTIL LTDA;ESC. CATAGUASES - DIVERSOS;Inativo;Varejo;BRASIL;12;BRL;40000;Confecção PL;Masculino;Liberado;C10840
15.478.694/0003-06;SHOPPING TEXTIL LTDA;Cliente MI;SHOPPING TEXTIL LTDA - ME;0;15/02/2018;SHOPPING TEXTIL LTDA;ESC. CATAGUASES - DIVERSOS;Inativo;Varejo;BRASIL;18;BRL;100000;Revenda de Tecido;Corporativo;Liberado;C16755
08.865.718/0001-52;HSM GROUP LTDA;Cliente MI;HADELASSO IND COM E EXP EIRELI;0;16/07/2019;HSM SHOOTER;ESC. CATAGUASES - DIVERSOS;Inativo;;BRASIL;12;BRL;10000;;;Liberado;C18269
;MANUEL PETERS SALAS;Cliente ME;MANUEL PETERS SALAS;0;09/09/2005;MANUEL PETERS SALAS;MANUEL PETERS SALAS;Ativo;;CHILE;7;BRL;0;;;Liberado;C2383
RUT : 76.587.166 -;MARKETING GOLD SPA;Cliente ME;MARKETING GOLD SPA;0;31/10/2018;MARKETING GOLD SPA;MANUEL PETERS SALAS;Ativo;;CHILE;7;USD;0;;;Liberado;C17650
RUT : 77.743.830-1;GAETE Y COMPAÑIA LIMITADA;Cliente ME;GAETE Y COMPAÑIA LIMITADA;0;12/06/2018;GAETE Y COMPAÑIA LIMITADA;MANUEL PETERS SALAS;Ativo;Vestuário;CHILE;7;USD;0;Confecção PL;Masculino;Liberado;C17183
76.723.715 - 4;COMERCIALIZADORA Y CONFECCIONES SR;Cliente ME;COMERCIALIZADORA Y CONFECCIONES SR;0;23/03/2018;COMERCIALIZADORA Y CONFECCIONES SR SPA;MANUEL PETERS SALAS;Ativo;Outros;;7;USD;0;Atacado;Revenda de Tecido;Liberado;C16917
;MANUFACTURAS TELARTE S.A.;Cliente ME;MANUFACTURAS TELARTE S.A.;0;01/01/1990;MANUFACTURAS TELARTE S.A.;MANUEL PETERS SALAS;Ativo;;CHILE;7;USD;0;;;Liberado;C901216
20100306337;INDUSTRIAL GORAK SA;Cliente ME;INDUSTRIAL GORAK SA;0;29/05/2002;BARONET;WALTER SILVA MOLINARI;Ativo;;PERU;7;USD;0;;;Liberado;C790832
NIT: 212892025;MITSUBA S.R.L;Cliente ME;MITSUBA S.R.L;0;06/10/2004;MITSUBA;WALTER SILVA MOLINARI;Ativo;;BOLIVIA;7;USD;50000;;;Liberado;C1680
;JULIO`S S.R.L;Cliente ME;JULIO`S S.R.L;0;16/10/2013;JULIO'S S.R.L;WALTER SILVA MOLINARI;Ativo;;BOLIVIA;7;USD;0;;;Liberado;C11187
20507240187;CONSORCIO TEXTIL EXPORTADOR SAC;Cliente ME;CONSORCIO TEXTIL EXPORTADOR SAC;0;14/10/2004;CONSORCIO TEXTIL;WALTER SILVA MOLINARI;Ativo;;PERU;7;USD;0;;;Liberado;C1693
20602373844;CORPORACION LEO TEXTIL PERU S.A.C.;Cliente ME;CORPORACION LEO TEXTIL PERU S.A.C.;0;30/08/2019;LEO TEXTOL;WALTER SILVA MOLINARI;Ativo;;PERU;7;USD;0;;;Liberado;C18379
20501977439;DEVANLAY PERU S.A.C.;Cliente ME;DEVANLAY PERU S.A.C.;0;15/09/2016;DEVANLAY PERU S.A.C.;WALTER SILVA MOLINARI;Ativo;;PERU;7;BRL;0;;;Liberado;C15109
1712429172001;JORGE RUEDA;Cliente ME;JORGE RUEDA;0;04/12/2019;BIA RAZZIT;WALTER SILVA MOLINARI;Ativo;;EQUADOR;7;USD;0;;;Liberado;C18555
0993110027001;ZUBASAMTEX S.A;Cliente ME;ZUBASAMTEX S.A;0;13/11/2019;ZUBASAMTEX;WALTER SILVA MOLINARI;Ativo;;ECUADOR;7;USD;0;;;Liberado;C18522
;MAGDALENA CORDERO;Cliente ME;MAGDALENA CORDERO;0;04/06/2014;MAGDALENA CORDERO;WALTER SILVA MOLINARI;Ativo;;EQUADOR;7;USD;0;;;Liberado;C11764
10428218243;FLORES SANTA MARIA MERCY VIANCA;Cliente ME;FLORES SANTA MARIA MERCY VIANCA;0;11/03/2020;FLORES SANTA MARIA MERCY VIANCA;WALTER SILVA MOLINARI;Ativo;Vestuário;PERU;7;USD;0;Magazine;Magazine;Liberado;C18778
20505787553;INDUSTRIAS FLOMAR SAC;Cliente ME;INDUSTRIAS FLOMAR SAC;0;16/06/2004;KANSAS;WALTER SILVA MOLINARI;Ativo;;PERU;7;USD;0;;;Liberado;C1491
20563368692;FAMCTEX EIRL;Cliente ME;FAMCTEX EIRL;0;09/03/2020;LA NUMERO 1;WALTER SILVA MOLINARI;Ativo;;PERU;7;USD;0;;;Liberado;C18768
;PETITEFOURMI;Cliente ME;PETITEFOURMI;0;06/03/2020;PETITEFOURMI;WALTER SILVA MOLINARI;Ativo;;PERU;7;USD;0;;;Liberado;C18764
2060778642;CREACIONES EN DENIM S.A.C;Cliente ME;CREACIONES EN DENIM S.A.C;0;06/03/2020;FULL HOUSE;WALTER SILVA MOLINARI;Ativo;;PERU;7;USD;0;;;Liberado;C18763
;HIALPESA;Cliente ME;HIALPESA;0;20/03/2014;HIALPESA;WALTER SILVA MOLINARI;Ativo;;PERU;7;USD;0;;;Liberado;C11591
1707156343001;CAOBA EDISON MARCELO CARDENAS;Cliente ME;CAOBA EDISON MARCELO CARDENAS;0;21/02/2020;CAOBA;WALTER SILVA MOLINARI;Ativo;;EQUADOR;7;USD;0;;;Liberado;C18738
0992452250001;CONFECCIONES SULY S.A;Cliente ME;CONFECCIONES SULY S.A;0;19/02/2020;CONFECCIONES SULY S.A;WALTER SILVA MOLINARI;Ativo;;EQUADOR;7;USD;0;;;Liberado;C18729
1790100448001;INDUSTRIAS CONCHITEX CIA LTDA;Cliente ME;INDUSTRIAS CONCHITEX CIA LTDA;0;17/02/2020;DORMEL;WALTER SILVA MOLINARI;Ativo;;EQUADOR;7;USD;0;;;Liberado;C18720
0701788663001;MIGUEL ANGEL VERA OLAYA;Cliente ME;MIGUEL ANGEL VERA OLAYA;0;17/02/2020;MIGUEL ANGEL VERA OLAYA;WALTER SILVA MOLINARI;Ativo;Vestuário;EQUADOR;7;USD;0;Confecção PL + Marca Própria;Masculino;Liberado;C18719
1803523875001;DIEGO ALEJANDRO ACURIO;Cliente ME;DIEGO ALEJANDRO ACURIO;0;17/02/2020;MANUFATURAS GHOSTS;WALTER SILVA MOLINARI;Ativo;;EQUADOR;7;USD;0;;;Liberado;C18718
20536196812;CORPORACIÓN MANIKI SRL;Cliente ME;CORPORACIÓN MANIKI SRL;0;16/07/2020;OAKLOASH;WALTER SILVA MOLINARI;Ativo;;PERU;7;USD;0;;;Liberado;C18935
5380517010;SAFE TEXTIL;Cliente ME;SAFE TEXTIL;0;03/09/2020;SAFE TEXTIL;WALTER SILVA MOLINARI;Ativo;;BOLIVIA;7;USD;0;;;Liberado;C19105
DNI: 09644555;CARLOS AURELIO GALVEZ RAIMONDI;Cliente ME;CARLOS AURELIO GALVEZ RAIMONDI;0;09/06/2017;CARLOS AURELIO GALVEZ RAIMONDI;WALTER SILVA MOLINARI;Ativo;;PERU;7;USD;0;;;Liberado;C15814
;CORPORACION MONTANA S.A.C.;Cliente ME;CORPORACION MONTANA S.A.C.;0;29/01/2019;CORPORACION MONTANA S.A.C.;WALTER SILVA MOLINARI;Ativo;;;7;USD;0;;;Liberado;C17800
20253401321;COBENCO SAC;Cliente ME;COBENCO SAC;0;20/11/2020;COBENCO SAC;WALTER SILVA MOLINARI;Ativo;;PERU;7;USD;0;;;Liberado;C19284
175118022;OLIMPICA SRL;Cliente ME;OLIMPICA SRL;0;01/04/2015;OLIMPICA SRL;WALTER SILVA MOLINARI;Ativo;;BOLIVIA;7;USD;0;;;Bloqueado;C13383
1790389219001;TEXTILES EL RAYO S.A.;Cliente ME;TEXTILES EL RAYO S.A.;0;15/09/2020;ROLAND;WALTER SILVA MOLINARI;Ativo;Vestuário;ECUADOR;7;USD;0;Confecção PL + Marca Própria;Masculino;Liberado;C19134
0603475252001;MARIELA FASHION WEEK;Cliente ME;MARIELA FASHION WEEK;0;20/01/2021;MARIELA;WALTER SILVA MOLINARI;Ativo;;ECUADOR;7;USD;0;;;Liberado;C19390
0991210245001;INTERMEDIARIA DE VENTAS SUPER BAHIA;Cliente ME;INTERMEDIARIA DE VENTAS SUPER BAHIA;0;28/05/2004;SUPER EXITO;WALTER SILVA MOLINARI;Ativo;;EQUADOR;7;BRL;0;;;Liberado;C1339
20602099262;LIMA SHIRT COMPANY SAC;Cliente ME;LIMA SHIRT COMPANY SAC;0;19/02/2021;LIMA SHIRT;WALTER SILVA MOLINARI;Ativo;Vestuário;PERU;7;USD;20000;Confecção PL + Marca Própria;Masculino;Liberado;C19506
1792266610001;TEXTIVITRAL S.A.;Cliente ME;MILTON DE LA CRUZ;0;01/07/2021;TEXTIVITRAL S.A.;WALTER SILVA MOLINARI;Ativo;Vestuário;ECUADOR;7;USD;-1;Confecção PL;Masculino;Liberado;C19952
10.233.010-24;ALMANZA CORP S.R.L;Cliente ME;GRUPO ALMANZA;0;22/09/2016;GRUPO ALMANZA;WALTER SILVA MOLINARI;Ativo;;BOLIVIA;7;USD;0;;;Liberado;C15138
1790046621001;DELLTEX INDUSTRIAL S.A.;Cliente ME;DELLTEX INDUSTRIAL S.A.;0;31/01/2022;DELLTEX INDUSTRIAL S.A.;WALTER SILVA MOLINARI;Ativo;;EQUADOR;7;USD;0;;;Liberado;C20776
20602811931;JP DESIGNERS SAC;Cliente ME;JP DESIGNERS SAC;0;31/01/2022;JP DESIGNERS SAC;WALTER SILVA MOLINARI;Ativo;;PERU;7;USD;0;;;Liberado;C20775
20113642093;COMERCIAL TEXTIL S.A;Cliente ME;COMERCIAL TEXTIL S.A;0;31/01/2022;COMERCIAL TEXTIL S.A;WALTER SILVA MOLINARI;Ativo;;PERU;7;USD;0;;;Liberado;C20772
;ELIZABETH LOZANO EIRL;Cliente ME;ELIZABETH LOZANO EIRL;0;27/01/2022;ELIZABETH LOZANO EIRL;WALTER SILVA MOLINARI;Ativo;;PERU;7;USD;0;;;Liberado;C20750
1891767184001;MARELI CORPORACION TEXMARELI CIA LTD;Cliente ME;MARELI CORPORACION TEXMARELI CIA LTD;0;07/01/2022;MARELI CORPORACION TEXMARELI CIA LTDA;WALTER SILVA MOLINARI;Ativo;;ECUADOR;7;USD;0;;;Liberado;C20693
1790985504001;COMERCIAL ETATEX C.A;Cliente ME;COMERCIAL ETATEX C.A;0;06/01/2022;COMERCIAL ETATEX C.A;WALTER SILVA MOLINARI;Ativo;;EQUADOR;7;USD;0;;;Liberado;C20692
09933690127001;MODATEX S.A.;Cliente ME;MODATEX S.A.;0;17/03/2022;MODATEX S.A.;WALTER SILVA MOLINARI;Ativo;;EQUADOR;7;USD;0;;;Liberado;C20928
;CORPORACION SAAB S.A;Cliente ME;CORPORACION SAAB S.A;0;08/03/2013;CORPORACION SAAB S.A;WALTER SILVA MOLINARI;Ativo;;EQUADOR;7;USD;0;;;Liberado;C10624
1791410114001;MIL COLORES CIA LTDA;Cliente ME;MIL COLORES CIA LTDA;0;24/03/2010;MIL COLORES;WALTER SILVA MOLINARI;Ativo;;ECUADOR;7;USD;0;;;Liberado;C7072
20606219483;COBENCORP SAC;Cliente ME;COBENCORP SAC;0;11/04/2022;COBENCORP SAC;WALTER SILVA MOLINARI;Ativo;;PERU;7;USD;0;;;Liberado;C21025
RUC: 1793195441001;MARIA ALEJANDRA CALVACHE SALAZAR;Cliente ME;MARIA ALEJANDRA CALVACHE SALAZAR;0;31/01/2022;MARIA ALEJANDRA CALVACHE SALAZAR;WALTER SILVA MOLINARI;Ativo;;ECUADOR;7;USD;0;;;Liberado;C20779
0101031813001;ELSA MARINA SOTO;Cliente ME;ELSA MARINA SOTO;0;31/01/2022;ELSA MARINA SOTO;WALTER SILVA MOLINARI;Ativo;;EQUADOR;7;USD;0;;;Liberado;C20778
10476687905;JORGE LUIS GARCÍA BAZALAR;Cliente ME;JORGE LUIS GARCÍA BAZALAR;0;07/04/2022;JORGE LUIS GARCÍA BAZALAR;WALTER SILVA MOLINARI;Ativo;;PERU;7;USD;0;;;Liberado;C21012
20507018085;TELAS FINAS INTERNACIONAL SAC;Cliente ME;TELAS FINAS INTERNACIONAL SAC;0;06/04/2022;TELAS FINAS INTERNACIONAL SAC;WALTER SILVA MOLINARI;Ativo;;PERU;7;USD;0;;;Bloqueado;C21005
10476687905;BAZALAR;Cliente ME;BAZALAR;0;06/04/2022;BAZALAR;WALTER SILVA MOLINARI;Ativo;;PERU;7;USD;0;;;Liberado;C21003
20544014189;CORPORACION WOALLANCE S.A.C;Cliente ME;CORPORACION WOALLANCE S.A.C;0;05/04/2022;CORPORACION WOALLANCE S.A.C;WALTER SILVA MOLINARI;Ativo;;PERU;7;USD;0;;;Liberado;C20996
0993036587001;MODATEXTIL;Cliente ME;MODATEXTIL;0;29/03/2022;MODATEXTIL;WALTER SILVA MOLINARI;Ativo;;ECUADOR;7;USD;0;;;Liberado;C20976
20544428587;SOHO BRANDS S.A.C.;Cliente ME;SOHO BRANDS S.A.C.;0;19/05/2022;SOHO BRANDS S.A.C.;WALTER SILVA MOLINARI;Ativo;;PERU;7;USD;0;;;Liberado;C21158
3872256012;M & K DE KATHERINE SCHRUPP;Cliente ME;M & K DE KATHERINE SCHRUPP;0;13/05/2022;M & K DE KATHERINE SCHRUPP;WALTER SILVA MOLINARI;Ativo;;BOLIVIA;7;USD;0;;;Liberado;C21130
DNI:41049520;VANESSA GAVIDIA;Cliente ME;VANESSA GAVIDIA;0;26/09/2022;VANESSA GAVIDIA;WALTER SILVA MOLINARI;Ativo;;PERU;7;USD;0;;;Liberado;C21675
20519292841;MANUFACTURAS JVK S.A.C;Cliente ME;MANUFACTURAS JVK S.A.C;0;13/09/2022;MANUFACTURAS JVK S.A.C;WALTER SILVA MOLINARI;Ativo;;PERU;7;USD;0;;;Liberado;C21631
20126806435;CREACIONES CACTUS S.R.L;Cliente ME;CREACIONES CACTUS S.R.L;0;11/02/2003;CREACIONES CACTUS;WALTER SILVA MOLINARI;Ativo;;PERU;7;USD;0;;;Liberado;C123
;DISPOMED S.A.;Cliente ME;DISPOMED S.A.;0;01/02/2010;DISPOMED S.A.;WALTER SILVA MOLINARI;Ativo;;ECUADOR;7;USD;0;;;Liberado;C6843
RUC: 0992544325001;MODANY S.A;Cliente ME;MODANY S.A;0;25/08/2022;MODANY S.A;WALTER SILVA MOLINARI;Ativo;;ECUADOR;7;USD;0;;;Liberado;C21551
RUC: 0102510492001;EDGAR VELEZ;Cliente ME;EDGAR VELEZ;0;23/08/2022;EDGAR VELEZ;WALTER SILVA MOLINARI;Ativo;;ECUADOR;7;USD;0;;;Liberado;C21544
RUC: 1793035086001;KORATEX FASHION CIA LTDA;Cliente ME;KORATEX FASHION CIA LTDA;0;27/01/2023;KORATEX FASHION CIA LTDA;WALTER SILVA MOLINARI;Ativo;;ECUADOR;7;USD;0;;;Liberado;C22116
RUC: 1712429172001;JORGE RUEDA SANTOS;Cliente ME;JORGE RUEDA SANTOS;0;26/01/2023;JORGE RUEDA SANTOS;WALTER SILVA MOLINARI;Ativo;;ECUADOR;7;USD;0;;;Liberado;C22113
RUC: 20600282418;OCAMPOTEX EIRL;Cliente ME;OCAMPOTEX EIRL;0;26/01/2023;OCAMPOTEX EIRL;WALTER SILVA MOLINARI;Ativo;;PERU;7;USD;0;;;Liberado;C22108
Ruc: 20600062493;CORPORACION RAMS FG S.R.L;Cliente ME;CORPORACION RAMS FG S.R.L;0;10/03/2023;CORPORACION RAMS FG S.R.L;WALTER SILVA MOLINARI;Ativo;;PERU;7;USD;0;;;Liberado;C22333
RUC: 1803087541001;MARIA FERNANDA CUADRADO;Cliente ME;MARIA FERNANDA CUADRADO;0;06/03/2023;MARIA FERNANDA CUADRADO;WALTER SILVA MOLINARI;Ativo;;ECUADOR;7;USD;0;;;Liberado;C22305
RUC: 1713271805001;LORENA ROBAYO;Cliente ME;LORENA ROBAYO;0;10/02/2023;LORENA ROBAYO;WALTER SILVA MOLINARI;Ativo;;ECUADOR;7;USD;0;;;Liberado;C22203
RUC: 0925317075001;ANDRES GABRIEL MENDOZA MUÑOZ;Cliente ME;ANDRES GABRIEL MENDOZA MUÑOZ;0;13/04/2023;ANDRES GABRIEL MENDOZA MUÑOZ;WALTER SILVA MOLINARI;Ativo;;ECUADOR;7;USD;0;;;Liberado;C22523
DNI: 09375232;JORGE LUIS GARCIA VILANUEVA;Cliente ME;JORGE LUIS GARCIA VILANUEVA;0;15/03/2023;JORGE LUIS GARCIA VILANUEVA;WALTER SILVA MOLINARI;Ativo;;PERU;7;USD;0;;;Liberado;C22352
20609287668;INNOVA FASHION SAC;Cliente ME;INNOVA FASHION SAC;0;14/03/2023;INNOVA FASHION SAC;WALTER SILVA MOLINARI;Ativo;;PERU;7;USD;0;;;Liberado;C22346
RUC: 20513176962;ABLIMATEX EXPORT SAC;Cliente ME;ABLIMATEX EXPORT SAC;0;14/03/2023;ABLIMATEX EXPORT SAC;WALTER SILVA MOLINARI;Ativo;;PERU;7;USD;0;;;Liberado;C22345
RUC 20524971756;CRAVATTA Y ACCESORIOS EIRL;Cliente ME;CRAVATTA Y ACCESORIOS EIRL;0;06/03/2012;CHRISTIAN ARMAND;WALTER SILVA MOLINARI;Ativo;;PERU;7;USD;0;;;Liberado;C9543
20260516907;DISEÑOS FILIPPO ALPI SA;Cliente ME;DISEÑOS FILIPPO ALPI SA;0;18/09/2023;DISEÑOS FILIPPO ALPI SA;WALTER SILVA MOLINARI;Ativo;;PERU;7;USD;0;;;Liberado;C23294
462942027;EMPRESA SERVITEX LTDA.;Cliente ME;EMPRESA SERVITEX LTDA.;0;25/09/2023;EMPRESA SERVITEX LTDA.;WALTER SILVA MOLINARI;Ativo;;BOLIVIA;7;USD;0;;;Liberado;C23345
20503573505;BALTITEX SAC;Cliente ME;BALTITEX SAC;0;28/01/2024;BALTITEX SAC;WALTER SILVA MOLINARI;Ativo;;PERU;7;USD;0;;;Liberado;C23826
3872256012;KATERINE SCHRUPP;Cliente ME;KATERINE SCHRUPP;0;02/04/2024;KATERINE SCHRUPP;WALTER SILVA MOLINARI;Ativo;;BOLIVIA;7;USD;0;;;Liberado;C24182
20515422821;YOSHIRO;Cliente ME;YOSHIRO;0;27/03/2024;YOSHIRO;WALTER SILVA MOLINARI;Ativo;;PERU;7;USD;0;;;Liberado;C24161
40681063;RUTH ROSNERI RIVERA;Cliente ME;RUTH ROSNERI RIVERA;0;18/03/2024;RUTH ROSNERI RIVERA;WALTER SILVA MOLINARI;Ativo;;PERU;7;USD;0;;;Liberado;C24118
20291068279;MANUFACTURAS CHARLES SRL;Cliente ME;MANUFACTURAS CHARLES SRL;0;18/03/2024;MANUFACTURAS CHARLES SRL;WALTER SILVA MOLINARI;Ativo;;PERU;7;USD;0;;;Liberado;C24117
73527155;NADER MUBARAK;Cliente ME;NADER MUBARAK;0;15/03/2024;NADER MUBARAK;WALTER SILVA MOLINARI;Ativo;;PERU;7;USD;0;;;Liberado;C24109
20600639740;ELIZABETH LOZANO EIRL;Cliente ME;ELIZABETH LOZANO EIRL;0;21/06/2024;ELIZABETH LOZANO EIRL;WALTER SILVA MOLINARI;Ativo;;PERU;7;USD;0;;;Liberado;C24549
3019321016;JOSE ANTONIO ALVARADO ORELLANA;Cliente ME;JOSE ANTONIO ALVARADO ORELLANA;0;13/06/2024;JOSE ANTONIO ALVARADO ORELLANA;WALTER SILVA MOLINARI;Ativo;;BOLIVIA;7;USD;0;;;Liberado;C24519
20123337906;COMPROTEX;Cliente ME;COMPROTEX;0;24/05/2024;COMPROTEX;WALTER SILVA MOLINARI;Ativo;;PERU;7;USD;0;;;Liberado;C24422
RUC: 20535852139;INTERFASHION MODAS S.A.C.;Cliente ME;ROCK RELIGION;0;23/07/2024;INTERFASHION MODAS S.A.C.;WALTER SILVA MOLINARI;Ativo;;PERU;7;USD;0;;;Liberado;C24675
20100047056;TOPY TOP S.A.;Cliente ME;TOPY TOP S.A.;0;21/10/2024;TOPY TOP S.A.;WALTER SILVA MOLINARI;Ativo;;PERU;7;USD;0;;;Liberado;C25094
20518691504;EMPRESAS PINTO PERU SA;Cliente ME;EMPRESAS PINTO PERU SA;0;02/10/2024;EMPRESAS PINTO PERU SA;WALTER SILVA MOLINARI;Ativo;;PERU;7;USD;0;;;Liberado;C25033
2045640915;ROBERTS CUP;Cliente ME;ROBERTS CUP;0;24/09/2024;ROBERTS CUP;WALTER SILVA MOLINARI;Ativo;;PERU;7;USD;0;;;Liberado;C24988
